,page_name,username,page_id,page_cateogry,topadmin_country,page_description,page_created,page_likes,page_followers,created_date,created_date_edt,created_time,type,total_interaction,nb_likes,nb_comments,nb_shares,nb_love,nb_wow,nb_haha,nb_sad,nb_angry,nb_care,video_share_status,video_owner,video_post_view,video_total_view,video_total_view_crossposts,video_length,post_fb_url,message,link,final_link,image_text,link_text,description,sponsor_id,sponsor_name,sponsor_category,score,post_id,week,month
646,Yakama Nation Review,TheYNReview,1535281426535600,MEDIA_NEWS_COMPANY,US,"Tribal Newspaper, based in Toppenish Washington.",2017-06-07 17:28:26,,,2020-10-23 12:34:37 EDT,2020-10-23,12:34:37,Status,11,11,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/1535281426535600/posts/3695750803821974,"YVC offers virtual information sessions to learn more about B.S. programs YAKIMA, Wash. – Yakima Valley College will offer two virtual information sessions for the Bachelor of Applied Science Degree programs, an Oct. 14 press release said. The programs are designed for prospective students who have earned an applied associate’s degree and need a pathway to pursue a bachelor’s degree. Sessions will be held on Wednesday, October 28, 2020 at 12:30 p.m. and 5:30 p.m. A Bachelor of Applied Science in Business Management BASM provides curriculum that prepares students for management positions in a variety of industries. Subjects include financial management, marketing, project management and more. Courses are offered during the evening in a hybrid format (combination of in-person and online coursework). A Bachelor of Applied Science in Information Technology Networking - System Administration prepares students for occupations in system administration such as network administrator, database administrator, computer system analyst and more. This degree broadens a student’s foundational knowledge in information technology, specifically system administration — in addition to general education, theory, advanced technical and professional skills, and integrated collaborative learning. The Bachelor of Applied Science Degree in Teacher Education prepares individuals for a Washington State Teacher Certificate in Elementary Education (K-8), with additional optional endorsements in English Language Learner and Early Childhood Education. Candidates complete an intensive residency experience in a local school that requires hands-on work in classrooms under the guidance of a mentor teacher and field supervisor. The Bachelor or Applied Science in Dental Hygiene prepares accepted candidates to recognize, treat and prevent oral diseases as a Registered Dental Hygienist. Curriculum consists of six quarters of professional education and clinical experience preceded by 65 college-level credits in specific prerequisite courses. Dental Hygiene is the only BAS program at YVC that does not require completion of an AAS or equivalent to apply. YVC students save an average of more than $12,000 per year compared to first-year students at a public university and over $51,000 compared to freshman at a private university in Washington State, the YVC press release said On the Net: Additional information, yvcc.edu/bachelors:=:https://www.yvcc.edu/academics/bachelor-degree/ Virtual sessions via Zoom, https://us02web.zoom.us/j/87941022062",,,,,,,,,-0.39,,,
662,Yakama Nation Review,TheYNReview,1535281426535600,MEDIA_NEWS_COMPANY,US,"Tribal Newspaper, based in Toppenish Washington.",2017-06-07 17:28:26,,,2020-10-09 12:58:37 EDT,2020-10-09,12:58:37,Status,3,3,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/1535281426535600/posts/3656147711115617,"WDFW plans controlled burn on Oak Creek Wildlife Area SPOKANE – The Washington Department of Fish & Wildlife will do controlled burns to restore habitat on the Oak Creek Wildlife Area in Yakima County starting as early as next week, an Oct. 1 press release said. With cooler temperatures and higher humidity reducing wildfire danger, WDFW lifted fire restrictions on most department-managed lands on Oct. 1., allowing prescribed burns to move forward, dependent on weather conditions. Matt Eberlein, WDFW Prescribed Fire Program Manager, says burn crews will be extremely cognizant of wildfire conditions. Fire activity will also be limited to areas with lower smoke impact to the public and communities, and take into consideration upcoming hunting seasons. “Burning activities could continue into October but with the intent to be completed prior to the opening of modern firearm elk season,” he said. The area to be burned is a total of 120 acres approximately 10 miles up the Oak Creek Road/drainage. Portions of the wildlife area may be closed during the controlled burns, and people may see smoke for a couple hours after the burns. WDFW uses controlled burns to reduce uncharacteristic fuels that would otherwise burn hotter than they are adapted to withstand in wildfires. Prescribed fire also destroys invasive plants, improves wildlife habitat, and rejuvenates existing foliage. “Fire is a natural part of both forest and grassland ecology and controlled fire can be an extremely effective tool for foresters,” said Eberlein. This proactive work is part of the state’s 20-year Forest Health strategy and is intended to support the ability of the landscape to survive and thrive when wildfires occur. WDFW lands are generally located between higher elevation federally managed forests and lower elevation populated areas, making their fire resilience critical for community safety in addition to the integrity of the forested habitats for fish and wildlife. Signs warning wildlife area users will be posted in burn areas. Additional burns could be announced as fall progresses, depending on conditions.",,,,,,,,,-0.83,,,
643,Yakama Nation Review,TheYNReview,1535281426535600,MEDIA_NEWS_COMPANY,US,"Tribal Newspaper, based in Toppenish Washington.",2017-06-07 17:28:26,,,2020-10-23 12:43:50 EDT,2020-10-23,12:43:50,Photo,18,15,0,3,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/1535281426535600/posts/3695776783819376,"Nathan Apodaca: Everyone’s new cousin By ALIYAH CHAVEZ Indian Country Today “Is 100 likes good?” Nathan Apodaca asked his daughter after uploading his first set of TikTok videos two years ago. Fast-forward, and the Northern Arapaho TikToker has become a beacon of hope and positive vibes after his viral video skateboarding to Fleetwood Mac’s “Dreams” was seen by millions. Since uploading it at the end of September, he has received 8 million likes on TikTok and counting. The throwback song garnered its best-ever weekly streams. And the Ocean Spray juice company gifted Apodaca a truck loaded with crates of juice. Many in Indian Country were quick to notice the tattoo on the back of Apodaca’s head, which depicts a pair of feathers. They’re now excited to cheer him on. In an interview with Indian Country Today, Apodaca, 37, said the feathers represent his mother’s side of the family. She is Northern Arapaho and grew up on the Wind River Reservation in Wyoming. While Apodaca grew up in Idaho Falls, Idaho, he says he remembers trips to the Wind River rez. The reservation is home to two tribal nations, the Eastern Shoshone and Northern Arapaho. “We would go visit them [family] all the time in the past,” Apodaca said. The top half of the feathers depict a Northern Arapaho flag. He hopes to get another tattoo on the other side of his head to represent his dad’s side, which is Mexican. “I just want to say to the Indigenous people out there, stay strong. I know times are tough right now, especially on the rez,” Apodaca said. Prior to his viral video, Apodaca had been producing TikTok content with the help of his daughters, Angelia and Makyla. His first viral video, posted last year, hit 1.2 million views in two days. The video showed him dancing to “Get Up” by Ciara. From that video, he built his following until he had more than 136,000 followers. Shortly after, he decided to launch a line of shirts and beanies he embroidered himself. Now Apodaca has a line of merchandise including sweatshirts and T-shirts that feature a screenshot of him skating with juice. Public figures including musicians, actors and influencers have shared Apodaca’s latest viral video. When asked which figure has meant the most to him, Apodaca said Bizzy Bone, a rapper with Bone Thugs-N-Harmony, as well as Jay and Silent Bob. He says his social media platforms have garnered so many messages that it’s been hard to keep up. He recently signed with a talent agency and hired a manager. “As soon as I signed with her [Gina, his manager], she just took off. It’s been crazy. And she’s getting excited like no other,” Apodaca said. In the meantime, Apodaca says he is getting used to life after going viral. He plans to continue producing content and being himself, which is what bolstered his popularity to begin with. He also says he will continue to encourage Natives on TikTok. “To the Indigenous people, get out there and make videos, go do what you want because I’ve been seeing a lot of Natives on TikTok just blowing up. Follow your fellow Natives, follow each other,” Apodaca said. “Be one with each other. One nation, we rise.” Aliyah Chavez, Kewa Pueblo, is a reporter-producer at Indian Country Today. Follow her on Twitter: @aliyachavez or email achevez@indiancountrytoday.com . Indian Country Today is a non-profit news organization. Will you support our work? All of our content is free. There are no subscriptions or costs. And we have hired more Native journalists in the past year than any news organization ─ and with your help we will continue to grow and create career paths for our people. Support ICT for as little as $10.",https://www.facebook.com/TheYNReview/photos/a.1689695524427522/3695776783819376/?type=3,,,Timeline photos,,,,,-2.78,,,
2,Yakama Nation Review,TheYNReview,1535281426535600,MEDIA_NEWS_COMPANY,US,"Tribal Newspaper, based in Toppenish Washington.",2017-06-07 17:28:26,3560.0,3877.0,2022-06-06 16:49:49 EDT,2022-06-06,16:49:49,Status,8,7,0,1,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/1535281426535600/posts/5475930672470636,"Tribal news deserts thrive when citizens’ media lack access to public records Freedom of Information could enhance quality of life for Native communities. By Jodi Rave Spotted Bear I learned the importance of sharing information with readers during more than a decade I reported on American Indian issues for Lee Enterprises. I covered national news then. Now I’m doing my best to report on local news in my home community on the Fort Berthold Reservation in North Dakota. It’s particularly difficult to gather facts in this news desert unlike other news deserts where Freedom of Information, or FOI, and Sunshine laws exist. The First Amendment and the Indian Civil Rights Act lack agency on Native lands held in trust by the U.S. Interior Department. That’s because tribal sovereignty often trumps citizen rights. I willingly once helped outside reporters who arrived at Fort Berthold, homeland of the Mandan, Hidatsa and Arikara Nation of the Three Affiliated Tribes. I used to think any type of news is better than no news. But, when parachute journalists, Native or non-Native, land for a minute, then write hit-and-miss stories, they often do more harm. I often wonder if they have fact checkers in their publications. Meanwhile, we need local stories told on a regular basis. The absence, however, of FOI and Sunshine laws, and open meetings held in the light of the sun, creates a challenge when trying to accurately report on tribal governments. The void of media laws — and journalism programs at tribal colleges — helps explain why I live in a news desert, “a community, either rural or urban, with limited access to the sort of credible and comprehensive news and information that feeds democracy at the grassroots level,” as defined by the Center for Innovation and Sustainability in Local Media. As a 2021–2022 John S. Knight Community Impact Fellow, I have a team of fellows, advisors and resources to help me explore options to building a local news ecosystem. My Stanford University fellowship affords access to research a number of issues, including how a Freedom of Information Act, or FOIA, code backed by a constitutional amendment could benefit tribal citizens. As the founder and director of the Indigenous Media Freedom Alliance, I guide the organization to advocate for press freedom and the growth of independent news operations. Here’s a Native media report I wrote for the Democracy Fund. The IMFA, which is based in Twin Buttes, N.D., publishes on buffalosfire.com. Given FOI tools, tribal citizens, Native journalists and local media could access tribal government records. In turn, the community could take action to increase the quality of life for themselves and their families. If we had better informed communities our social, political, environmental and economic well-being would improve, and American Indians wouldn’t be perennial poverty stars of the mainstream media. How many news stories have we read or viewed on “poverty, alcohol and drug abuse run amok” in Native communities? The go-to location for that story typically is the Pine Ridge Reservation in South Dakota. Yes, we also see widespread stories on government mismanagement. While tribal business activities deserve the light of day, more often than not, they remain masked. Those stories — like MHA Nation payday lending operations — often aren’t reported until they end up in federal court. Corruption could be avoided if there was more accountability and transparency in tribal government. A federal grand jury investigation on tribal corruption at the Fort Berthold Reservation ended in 2020. The Justice Department later issued three indictments centered on bribery and kickbacks. Sources close to the issue expect more indictments to be forthcoming. Tribal leaders routinely use tribal sovereignty and sovereign immunity to shield the sunlight. I’ve seen MHA Nation Tribal Business Council — the governing body of the Three Affiliated Tribes — agendas where the council meets with oil companies in closed sessions. As citizens, we are not informed how our tribal councilmen annually spend multi-million-dollar community budgets. Most of that money comes from oil revenue derived from extraction of natural resources on tribal and individual lands held in trust by the Interior Department. The local Bureau of Indian Affairs stands guard over information related to tribal and individual lands. I’m routinely told I am not a party of interest to reservation land records. But oil companies freely can access the information. In addition, our community members are not informed of the environmental dangers posed by the hydraulic fracking industry. The lack of FOI laws on tribal lands is not unique to my tribe, the Mandan, Hidatsa and Arikara Nation. Out of 574 federally-recognized tribes in the United States, I am limited on best examples of FOIA or public records codes, but the Cherokee, Osage and Muscogee nations of Oklahoma stand tall. Here’s the Muscogee 16-page code, (truncated)",,,,,,,,,-0.5,,,
1,Yakama Nation Review,TheYNReview,1535281426535600,MEDIA_NEWS_COMPANY,US,"Tribal Newspaper, based in Toppenish Washington.",2017-06-07 17:28:26,3560.0,3877.0,2022-06-06 17:03:51 EDT,2022-06-06,17:03:51,Photo,20,16,0,0,4,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/1535281426535600/posts/5475955755801461,Fishers on a rainy day In early May tribal fishers were busy at Drano Lake getting ready to fish either by boat or casting their reels into the lake. It was a rainy day which is good because fish think the raindrops are insects and get near the top of the water and easier for fishers to catch. Llewellyn Sampson casts his pole near The Dalles Dam where he and two other fishers were spending the day. He caught eight fish on May 9 and one May12. YNR photos by Carol Craig.,https://www.facebook.com/TheYNReview/photos/a.1689695524427522/5475945115802525/?type=3,,,Photos from Yakama Nation Review's post,,,,,-2.7,,,
12,Yakama Nation Review,TheYNReview,1535281426535600,MEDIA_NEWS_COMPANY,US,"Tribal Newspaper, based in Toppenish Washington.",2017-06-07 17:28:26,3560.0,3877.0,2022-06-06 16:23:02 EDT,2022-06-06,16:23:02,Photo,32,22,2,4,4,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/1535281426535600/posts/5475883085808728,"Five artists announced By CAROL CRAIG Yakama Nation Review TOPPENISH, Wash.—Yakama tribal artists sent their artwork entries to Yakamart with the top three chosen for the Missing and Murdered Indigenous Women (MMIW) poster. One artist, Karan Matta, received First Place for her “Leave No Child Behind,” poster. Her drawing was the only entry and she took home $500. Her brightly colored orange drawing has silhouettes of seven children’s back sitting down. One tiny child leans against another. Matta said she used pencil, colored pencil, and a black Sharpie. “I chose seven children's silhouettes as representing the seven days of the week. The seven birds represent the children's spirits being lifted up after repatriation,” she said. The MMIW First Place winner is Corey Bradley and he received $500. The artwork has a red background with a woman’s eyes and a teardrop. An eagle is flying past her. Second Place winner for the MMIW poster is Terrance Paul, who received $300. It has the letters MMIW run across a page with the feather serving as the letter ‘I.’ Handprints go across the letters and the letter ‘W’ has three backs of women in red dresses. Third Place has the title ‘No more stolen sisters’ at the top with the woman facing sideways and tears down her face and is wearing a red feather earring. A red handprint is in the background. Viola Wallulatum received $200. Yakamart staff chose the winners and will now decide where to place each blown up poster size piece of artwork throughout the store. One of the drawings may be on the entry doorway to Yakamart. Below--Is the Leave No Child Behind, first place, Karan Matta, First Place for MMIW--Corey Bradley; Second Place--Terrence Paul and Third Place for MMIW--Viola Wallulatum.",https://www.facebook.com/TheYNReview/photos/a.1689695524427522/5475877792475924/?type=3,,LEAVE NO CHILD BEHIND,Photos from Yakama Nation Review's post,,,,,-1.69,,,
3,Yakama Nation Review,TheYNReview,1535281426535600,MEDIA_NEWS_COMPANY,US,"Tribal Newspaper, based in Toppenish Washington.",2017-06-07 17:28:26,3560.0,3877.0,2022-06-06 16:49:09 EDT,2022-06-06,16:49:09,Status,39,31,1,5,2,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/1535281426535600/posts/5475929305804106,"Tribal member lands dual role in movie By RYAN CRAIG KYNR News TOPPENISH, Wash. – A Yakama tribal member landed a dual role in a movie titled All Sorts. Anthony Hernandez, Jr., 39 and of Toppenish, had two small acting roles in the comedy/drama film. Hernandez remembered the auditions taking place sometime in late 2017 for the film. “I wasn’t really into it at the time,” he said when remembering first hearing about the movie auditions. Hernandez said it was a girlfriend he had – at the time – who told him about the movie auditions. “It was more to be supportive of her,” he said. After his then girlfriend printed out scripts of the lead male roles and gave them to him, Hernandez studied the lines and auditioned for the three lead male roles. The auditions were held in Granger, Wash. While Hernandez didn’t land any of the main roles, the director liked his tattoos, Hernandez said and offered him a role as a doorman in All Sorts. The writer and director of All Sorts, J. Rick Castaneda, is originally from Granger, Wash. and has a degree in filmmaking from University of Southern California in Los Angeles, Calif. All Sorts is his second feature film that he’s written and directed and is described as a comedy/drama. The film also has a theme of a romance. The short synopsis on the films website reads: “A lonely data clerk finds his way into the magical world of championship folder filing.” Hernandez said he enjoyed working with Castaneda. “He gives great direction,” Hernandez said of the writer and director. “He was really easy to work with and get along with.” For Hernandez, the experience on the set of the movie was one he enjoyed. “It was pretty cool,” he said. “It was a legit movie set.” Hernandez said that while he had only a few speaking lines in the film, he was still required to put in full days of work to get his part done. “Even for my small role, I still had to wear makeup,” he said. “I still had to rehearse my lines. Just say my part over and over. It was really repetitive.” The final sequence of All Sorts was filmed at the AJ Strom Gymnasium at the Toppenish Middle School. The climatic finale was full of humor, suspense and even some action. In the final “showdown” of speed filers, Hernandez played the role of a referee. The final filing competition was held inside of a boxing ring. There were even high school marching bands on hand from Grandview and Granger as well as many extras in the crowd from the Yakima Valley community. Besides having two small roles in the film, Hernandez was also involved in the movie as a driver. Hernandez, along with his niece, Alyssa Morales who was the assistant driver, drove a truck while the main characters rode in their car and acted out their parts. “So, all the scenes where you see them driving, they’re actually being pulled by a tow truck,” Hernandez shared. “Their car is on a trailer and they’re being pulled and I’m driving the truck pulling them,” he said. Hernandez said that overall, he was thankful to have been a part of the film All Sorts. It inspired him to do more things he said. He’s started writing more ideas and scripts of his own and has been working with other local artists and actors on projects locally. Outside of his full time job, Hernandez said he also enjoys performing as a standup comedian. He began performing comedy in 2012. He is also a co-host to his own podcast called “Killing Time with Anthony & Brian.” He and his co-host began the podcast around a year ago and they've currently hosted and recorded around 107 episodes. Their topics on the podcast range from current events to sharing old stories from their lives to hosting other comedians as guests. “Killing Time” podcast is on Spotify and Apple as well as the website killingtime.space",,,,,,,,,2.05,,,
669,Yakama Nation Review,TheYNReview,1535281426535600,MEDIA_NEWS_COMPANY,US,"Tribal Newspaper, based in Toppenish Washington.",2017-06-07 17:28:26,,,2020-10-09 12:31:32 EDT,2020-10-09,12:31:32,Photo,25,19,0,2,4,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/1535281426535600/posts/3656075637789491,"Yakama Cultural Center hosts healthy drive-by By RONNIE WASHINES Yakama Nation Review TOPPENISH, Wash. – Several Yakama Nation programs and services were part of a motorized health promotion event Sept. 29 around the Yakama Nation Cultural Heritage Center. Cars, trucks and vans lined the roadway leading up to the event, which started at 11 a.m. Several sponsored stations were set up, including handing out Yakama Nation insignia health facemasks, suicide prevention information, safe health information, children reading material, program service contact information, voter registration, 2020 Census incentive booth – and free hotdogs. About 50 volunteers from several offices helped with the event. The car line reached back about one-third of a mile onto Spil-Yii Loop and Buster and Fort roads. Those who could prove completing the 2020 census could be entered into a drawing that had a top prize of a big screen television and video game consoles. The hot dogs were supplied by the Soup-N-Dog concession trailer. No figures were provided on how many people came through, but the event ran out of facemasks handouts. Below--Chip Strom shares flyers with those who did the drive-by. Nacona Abras and Strom greet community members upon arriving to the healthy drive-by. A hot dog mascot waves to people as they receive their hotdogs and chips from Soup-R-Dog concession trailers. YNR photos by Ryan Craig.",https://www.facebook.com/TheYNReview/photos/a.1689695524427522/3656062237790831/?type=3,,,Photos from Yakama Nation Review's post,,,,,-2.0,,,
647,Yakama Nation Review,TheYNReview,1535281426535600,MEDIA_NEWS_COMPANY,US,"Tribal Newspaper, based in Toppenish Washington.",2017-06-07 17:28:26,,,2020-10-23 12:34:04 EDT,2020-10-23,12:34:04,Status,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/1535281426535600/posts/3695749223822132,"Tribal behavioral health program holds ‘Kuthla’ mask drawing TOPPENISH, Wash. – The Yakama Nation Behavioral Health Services Program sponsored a Kuthla Mask Give Away Oct. 14. The YNBHSP coordinated the drawing by Care Navigator Chestina Dominguez in honor of October 12 being Indigenous Peoples Day. To enter the drawing, people responded via email to Dominguez on what they do in the way of self-care. “We had over 90 people who shared what they do for self-care,” she said in an Oct. 14 email announcement. “Please keep doing your self-care.” Fionna John, Kathleen Strong and Angus Hudson all won special Kuthla designed masks by Nerdy Creations. Dominguez said people could contact her at (509) 865-2266 to find out about YNBHSP services. “We have to take of ourselves before we can take care of our families, friends, and work duties,” she said. “With the success of this giveaway, I think I’ll do more in the future. Naktkwninsha (take care of yourself) relatives!” The YNBHSP Office is located at 217 S. Toppenish Ave. in downtown Toppenish.",,,,,,,,,-0.94,,,
670,Yakama Nation Review,TheYNReview,1535281426535600,MEDIA_NEWS_COMPANY,US,"Tribal Newspaper, based in Toppenish Washington.",2017-06-07 17:28:26,,,2020-10-09 12:19:50 EDT,2020-10-09,12:19:50,Photo,10,9,0,1,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/1535281426535600/posts/3656040524459669,"Yakama Nation Fisheries’ Lee Carlson earns Esther Stefaniw Award WENATCHEE, Wash. – The Upper Columbia Salmon Recovery Board (UCSRB) awarded Lee Carlson, Yakama Nation Fisheries, with the Esther Stefaniw Memorial Award. The award is presented to those who contribute to restoring salmon, steelhead and other at-risk species through collaborative, economically sensitive efforts. “This is an award that means quite a bit to me since I had the chance to work with Esther during the initial days of salmon recovery in the Upper Columbia. Ester really was the ‘Energizer Bunny’ that got things rolling for the creation of collaborative recovery work,” Carlson said in a press release. Lee played a foundational role in salmon and steelhead recovery in the Upper Columbia over the past two decades, most notably helping to form the UCSRB, draft the Upper Columbia Spring Chinook Salmon and Steelhead Recovery Plan and establish the regional framework for the plan’s implementation. In the early days, he served as UCSRB staff when UCSRB barely had any other staff, the Oct. 5 press release said. “As Recovery Plan implementation began, he continued to help address issues as they arose, always offering a well-thought-out opinion to focus efforts in a positive direction for improvement,” the UCSRB release state. “Lee never left anyone guessing where he stood on an issue – though sometimes one did have to ascertain when he was joking and displaying his infamous dry-witted humor!” On the Net: UCSRB and the Upper Columbia Spring Chinook Salmon and Steelhead Recovery Plan, ucsrb.org.",https://www.facebook.com/TheYNReview/photos/a.1689695524427522/3656040257793029/?type=3,,,,,,,,-5.0,,,
648,Yakama Nation Review,TheYNReview,1535281426535600,MEDIA_NEWS_COMPANY,US,"Tribal Newspaper, based in Toppenish Washington.",2017-06-07 17:28:26,,,2020-10-23 12:33:31 EDT,2020-10-23,12:33:31,Status,5,5,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/1535281426535600/posts/3695747727155615,"NMAI to open Native American Veterans Memorial WASHINGTON, D.C. – The National Museum of the American Indian will open the new National Native American Veterans Memorial Nov. 11, a museum press release said. The event has a short virtual message to honor the service and sacrifice of Native veterans and their families. The message will be on both the museum’s website and its YouTube channel, said NMAI Director Kevin Gover. “The National Native American Veterans Memorial will serve as a reminder to the nation and the world of the service and sacrifice of Native American, Alaska Native and Native Hawaiian veterans,” he said. “Native Americans have always answered the call to serve, and this memorial is a fitting tribute to their patriotism and deep commitment to this country.” The design features an elevated stainless steel circle resting on a carved stone drum. It also incorporates water for sacred ceremonies, benches for gatherings and four lances where veterans, family members, tribal leaders and others can tie cloths for prayers and healing. The memorial, which sits on the grounds of the museum, was commissioned by Congress to give “all Americans the opportunity to learn of the proud and courageous tradition of service of Native Americans in the Armed Forces of the United States.” The memorial design is by Harvey Pratt – Cheyenne and Arapaho tribes in Oklahoma – a multimedia artist, retired forensic artist and Marine Corps Vietnam veteran. Major support for the National Native American Veterans Memorial has been provided by the Cheyenne and Arapaho Tribes; Chickasaw Nation; Margaret A. Cargill Philanthropies; Poarch Band of Creek Indians; San Manuel Band of Mission Indians; and Shakopee Mdewakanton Sioux Community. The memorial has also been widely supported by tribal governments and tribal veterans organizations. More than 85 tribes, individuals, corporations and other organizations have contributed to the memorial. ‘Why We Serve’ To coincide with the completion of the memorial, the museum published Why We Serve: Native Americans in the United States Armed Forces, a 240-page book that commemorates the history of Native American military service. Native Americans serve in the military at one of the highest rates of any ethnic group, and the book explores the many reasons why – from love of home to the expression of warrior traditions. The book is co-authored by Alexandra Harris and Mark Hirsch, senior editor and historian, respectively, at the National Museum of the American Indian. A virtual discussion with Harris about identity and the warrior stereotype of Native people serving in the military, as well as actual traditions of peace and war within American Indian communities will take place at noon EST, Nov. 12. Registering details for the Zoom event is at AmericanIndian.si.edu . Educational Module The Native Words, Native Warriors museum module is part of the museum’s Native Knowledge 360 degree educational initiative, honors the legacy of Native Code Talkers who created secret military communications based on their languages. Their efforts significantly aided Allied victories during World Wars I and II. Vets’ History Project The Library of Congress’ American Folklife Center collects, preserves and makes accessible the personal accounts of American war veterans so future generations may hear their stories and better understand the realities of war. In partnership with the museum, the Veterans’ History Project is preserving the stories of Native men and women who have served in the military through interviews, correspondence and photographs.",,,,,,,,,-0.72,,,
6,Yakama Nation Review,TheYNReview,1535281426535600,MEDIA_NEWS_COMPANY,US,"Tribal Newspaper, based in Toppenish Washington.",2017-06-07 17:28:26,3560.0,3877.0,2022-06-06 16:37:15 EDT,2022-06-06,16:37:15,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/1535281426535600/posts/5475909239139446,"NABI scholarship up for grabs PHOENIX, Ariz. – The Native American Basketball Invitational Ernest L. Stevens Jr. University of Phoenix Scholarship it taking applications, an April 6 press release said. The first-year scholarship includes all tuition and electronic resource fees for a bachelor’s or master’s degree at the University of Phoenix. Eligibility requires applicants to be an enrolled Native American and played in the NABI tournament. Stevens is the current NABI chairman, holds a University of Phoenix masters and is serving his 21st year as National Indian Gaming Association president. The scholarship will be awarded in the Footprint Center, home of the Phoenix Suns and Mercury, during the NABI championship games July 23. On the Net: NABI scholarship, www.NABINation.com.:=:https://nabination.com/ Univ. of Phoenix, www.Phoenix.edu:=:https://www.phoenix.edu/",https://www.phoenix.edu/,,,"Online College, Affordable & Always On | University of Phoenix",University of Phoenix offers online degrees & courses aligned to 300+ occupations. Explore tuition-saving opportunities at our accredited online college!,,,,-16.0,,,
679,Yakama Nation Review,TheYNReview,1535281426535600,MEDIA_NEWS_COMPANY,US,"Tribal Newspaper, based in Toppenish Washington.",2017-06-07 17:28:26,,,2020-10-09 11:44:11 EDT,2020-10-09,11:44:11,Status,8,8,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/1535281426535600/posts/3655941941136194,"OUT OF OUR MAILBAG Yakima County residents enjoy Yakima safely REVIEW: As a community, Yakima has worked diligently to follow the public health recommendations and we have seen our cases drop significantly over the past several months. For this reason, we have been able to slowly re-open businesses and even begin to plan for in-person learning. We all must remember that as businesses and other activities slowly re-open, this not because the COVID-19 pandemic is “over.” – this is being done because our metrics show that our community has been taking public health recommendations seriously. We continue to see our community members practice social distancing of at least 6 feet, wearing masks in public, keeping their social circle small, conducting activities outdoors when possible rather than indoors, and striving to take care of one another. Unfortunately, there are conflicting messages currently circulating that we can all “go back to normal,” and this is unfortunately not true. There are plenty of examples demonstrating how quickly COVID-19 can resurge in a community when public health recommendations are not followed. Let’s continue to do what we have been doing – it’s been working. We went from being the worst in the state and across the West Coast to being a model of what we can be accomplished when we all work together. If we mistakenly believe that we have “beaten” COVID-19, before a vaccine is readily available – we will be on track to go back to where we used to be. As we all begin to revisit our favorite restaurants, enjoy more time together outdoors, and enjoy the other additional activities now permitted in our current phase of the Safe Start Plan, please remember the following to make an educated decision on what risk you are willing to take for yourself and your community: • If you are feeling sick - stay home. Reschedule your plans or opt for a web-based get-together like ZOOM or Face Time. • Continue to wear your mask in public places and when you are unable to maintain 6 feet of physical distance from others not in your household. • Frequently wash your hands for 20 seconds and have hand sanitizer available when going to public places or enjoying the outdoors. • Enjoy outdoor gatherings or celebrations with 5 or fewer people outside of your home per week. Remember to wear a mask and wash your hands frequently when gathering with others. • Set up children’s activities that do not require physical contact like going for a walk, riding bikes, jumping rope, or coloring. • Call your favorite restaurant, winery, or brewery ahead of time to see if reservations are required and to be aware of indoor seating capacity. If weather permits, choose outdoor seating instead. If the capacity has been reached, whether its enforced or not, considering going elsewhere where the risk is lower. • Continue to seek updated information and guidance from objective sources such as the Yakima Health District and the Washington State Department of Health – other sources may not present the full information needed to accurately judge risk in the community, including the measures of community safety used by our state public health experts to determine our readiness to move forward. We can and should enjoy Yakima, by following the safety precautions to ensure we can continue to see further declines in our numbers and move towards a path of further reopening. Remember, more people = more risk, indoor is higher risk than outdoor, and less space is higher risk than more space. – Yakima County Health Office",,,,,,,,,-0.56,,,
0,Yakama Nation Review,TheYNReview,1535281426535600,MEDIA_NEWS_COMPANY,US,"Tribal Newspaper, based in Toppenish Washington.",2017-06-07 17:28:26,3560.0,3877.0,2022-06-06 17:05:22 EDT,2022-06-06,17:05:22,Status,13,12,0,1,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/1535281426535600/posts/5475958822467821,"Due to unforeseen circumstances the Yakama Nation Review has not had a printed issue since late April, 2022. Although the following is news from last month, it is posted and we will continue to try and get a new edition out this month (June, 2022). Thank you for your patience!",,,,,,,,,-0.19,,,
